,alcohol,total sulfur dioxide,volatile acidity,fixed acidity,residual sugar,chlorides,free sulfur dioxide,pH,sulphates,citric acid,density
3421,12.7,81.0,0.29,6.3,4.7,0.059,28.0,3.24,0.56,0.28,0.99036
1961,9.5,123.0,0.21,9.5,1.3,0.039,21.0,2.9,0.64,0.47,0.9959
1535,10.3,122.0,0.15,8.5,1.5,0.031,17.0,3.03,0.4,0.49,0.9932
2273,10.1,94.0,0.46,6.1,6.2,0.053,10.0,3.35,0.47,0.32,0.99537
2918,11.2,65.0,0.28,5.7,2.2,0.019,15.0,3.06,0.52,0.28,0.9902
4139,11.0,143.0,0.18,6.8,5.4,0.054,53.0,3.1,0.54,0.35,0.99287
992,9.9,217.0,0.25,6.5,15.2,0.049,75.0,3.19,0.39,0.27,0.9972
4014,8.5,183.0,0.18,6.5,18.0,0.054,56.0,2.98,0.61,0.48,1.00038
3184,11.4,76.0,0.1,6.2,1.0,0.04,17.0,3.14,0.56,0.41,0.98988
4789,13.55,118.0,0.62,5.5,1.7,0.037,24.0,3.15,0.39,0.33,0.98758
1356,8.9,191.0,0.22,7.3,15.4,0.05,55.0,3.32,0.59,0.41,1.0
3342,11.1,104.0,0.26,6.5,6.65,0.059,34.0,3.18,0.42,0.32,0.99254
2280,10.2,77.0,0.16,6.4,1.3,0.047,20.0,3.61,0.54,0.25,0.9933
2922,13.0,137.0,0.44,6.5,5.45,0.014,44.0,3.13,0.32,0.47,0.98984
4736,10.8,61.0,0.16,6.0,1.6,0.042,13.0,3.22,0.54,0.36,0.99143
4730,11.85,106.0,0.3,7.9,1.85,0.048,13.0,3.24,0.49,0.6,0.99331
486,9.7,117.0,0.16,6.0,1.5,0.025,43.0,3.46,0.51,0.37,0.9928
4449,10.7,150.0,0.28,6.4,12.8,0.039,51.0,3.23,0.43,0.22,0.99535
1200,10.8,93.0,0.18,6.8,1.5,0.027,37.0,3.3,0.45,0.37,0.992
2847,11.7,86.0,0.2,5.8,1.0,0.035,40.0,3.5,0.42,0.34,0.98993
4528,9.0,101.0,0.37,6.4,3.5,0.068,18.0,3.03,0.38,0.19,0.9934
3083,13.7,94.0,0.31,5.8,4.5,0.024,28.0,3.25,0.52,0.32,0.98906
2610,9.4,177.0,0.27,6.3,11.1,0.053,44.0,3.18,0.67,0.46,0.99691
3526,12.4,128.0,0.27,8.9,0.8,0.024,29.0,3.01,0.35,0.28,0.98984
2860,10.2,144.0,0.21,7.3,1.0,0.037,66.0,3.11,0.52,0.33,0.9923
2502,9.4,119.0,0.34,8.6,1.4,0.045,11.0,3.17,0.47,0.36,0.99556
4823,12.0,130.0,0.28,6.5,4.6,0.054,22.0,3.2,0.46,0.34,0.99193
3960,9.8,159.0,0.43,6.6,11.9,0.04,54.0,3.14,0.54,0.24,0.99622
2641,10.6,158.0,0.15,6.1,15.8,0.042,55.0,3.24,0.37,0.35,0.99642
3497,12.0,164.0,0.43,7.7,19.95,0.032,42.0,3.29,0.5,1.0,0.99742
1654,9.0,184.0,0.46,6.6,7.4,0.052,19.0,3.11,0.38,0.49,0.9956
1719,9.4,69.0,0.23,5.8,1.8,0.043,24.0,3.38,0.31,0.27,0.9933
3396,10.6,138.0,0.29,7.4,10.2,0.032,43.0,3.1,0.47,0.28,0.9951
53,10.9,108.0,0.18,6.4,1.0,0.045,39.0,3.31,0.35,0.35,0.9911
2307,9.2,159.0,0.21,6.8,14.6,0.053,34.0,2.93,0.44,0.55,0.99805
2388,11.3,106.0,0.21,7.6,1.2,0.041,7.0,3.06,0.45,0.35,0.9914
4455,9.0,174.0,0.28,6.0,19.3,0.051,36.0,3.14,0.5,0.29,0.99911
2013,10.4,133.0,0.32,6.6,16.7,0.046,38.0,3.22,0.67,0.22,0.9979
1680,9.0,197.0,0.32,7.6,18.35,0.054,44.0,3.22,0.55,0.34,1.0008
2250,8.8,235.0,0.34,9.2,17.3,0.06,46.0,3.08,0.61,0.54,1.00182
3305,12.8,96.0,0.19,6.3,2.0,0.022,33.0,3.04,0.54,0.29,0.98902
2187,9.5,137.0,0.25,6.8,1.4,0.056,13.0,3.11,0.42,0.18,0.9935
761,9.8,173.0,0.2,7.0,8.1,0.05,42.0,3.3,0.54,0.38,0.99585
291,10.5,155.0,0.15,5.9,5.8,0.041,53.0,3.52,0.46,0.31,0.9945
3093,11.9,118.0,0.25,7.0,2.3,0.045,40.0,3.16,0.48,0.45,0.99064
3970,9.8,143.0,0.18,6.7,10.6,0.035,42.0,3.08,0.49,0.31,0.99572
3866,11.0,113.0,0.23,8.4,1.3,0.048,59.0,3.1,0.55,0.32,0.99178
3189,10.2,148.0,0.19,6.6,1.8,0.035,42.0,3.15,0.36,0.33,0.99196
1700,10.2,121.0,0.26,6.7,1.8,0.043,25.0,3.44,0.61,0.3,0.9944
2982,10.4,213.0,0.2,7.0,8.0,0.05,29.0,3.28,0.57,0.31,0.99596
4505,10.2,162.0,0.28,6.4,6.0,0.051,50.0,3.15,0.52,0.23,0.994
4388,9.3,100.0,0.26,6.7,7.1,0.036,28.0,3.08,0.36,0.29,0.99534
3254,11.4,201.0,0.38,7.1,2.2,0.042,54.0,3.03,0.5,0.4,0.99177
4841,11.1,175.0,0.22,5.7,1.1,0.05,97.0,3.44,0.62,0.25,0.99099
966,9.6,188.0,0.34,6.5,1.8,0.041,43.0,3.13,0.37,0.28,0.9928
4552,13.1,104.0,0.55,6.4,9.6,0.027,20.0,3.22,0.73,0.26,0.9924
4371,9.3,92.0,0.23,7.0,2.7,0.053,16.0,3.18,0.56,0.28,0.99372
198,8.8,204.0,0.32,7.1,13.1,0.05,52.0,3.1,0.49,0.24,0.998
284,8.8,198.0,0.35,7.1,15.4,0.055,46.0,3.12,0.49,0.24,0.9988
4121,9.3,151.0,0.23,6.3,17.45,0.054,42.0,3.12,0.6,0.22,0.99853
1340,10.0,121.0,0.16,7.2,0.8,0.04,50.0,3.27,0.33,0.32,0.9922
2881,11.8,94.0,0.21,7.2,2.7,0.033,38.0,2.99,0.43,0.28,0.99075
1672,9.3,168.0,0.26,6.6,4.8,0.138,41.0,3.2,0.38,0.31,0.9951
3640,11.0,130.0,0.19,6.8,4.9,0.047,42.0,3.12,0.56,0.33,0.99283
4175,11.1,157.0,0.35,6.9,2.4,0.048,25.0,3.2,0.54,0.39,0.99133
2463,10.3,184.0,0.26,7.0,10.8,0.039,37.0,3.47,0.58,0.26,0.99787
1703,9.6,151.0,0.33,6.7,6.4,0.058,27.0,3.16,0.44,0.42,0.9954
2435,9.8,148.0,0.35,6.4,5.6,0.034,9.0,3.17,0.5,0.35,0.99441
3206,12.9,98.0,0.29,6.6,6.75,0.031,22.0,3.15,0.8,0.39,0.9913
3467,8.8,219.0,0.24,6.6,10.3,0.047,54.0,3.04,0.45,0.27,0.99742
1517,10.6,163.0,0.24,8.2,9.3,0.038,52.0,3.02,0.33,0.49,0.9952
608,9.5,161.0,0.28,6.1,17.75,0.044,48.0,3.34,0.48,0.25,0.9993
1978,10.5,103.0,0.33,7.9,1.2,0.044,23.0,3.19,0.54,0.26,0.9932
4142,10.7,136.0,0.27,5.9,9.0,0.051,43.0,3.25,0.53,0.27,0.9941
2981,10.5,97.0,0.23,8.5,11.1,0.033,30.0,3.03,0.39,0.28,0.99507
3025,11.0,152.0,0.22,5.4,1.2,0.045,69.0,3.76,0.63,0.29,0.99178
1696,10.0,190.0,0.32,8.5,14.9,0.041,47.0,3.08,0.31,0.36,0.9982
2077,10.2,198.0,0.22,7.0,2.1,0.055,39.0,3.52,0.54,0.39,0.9951
23,9.3,168.0,0.67,7.6,1.5,0.074,25.0,3.05,0.51,0.14,0.9937
2051,8.7,146.0,0.21,6.8,18.15,0.042,41.0,3.3,0.36,0.27,1.0001
2762,10.7,163.0,0.32,7.3,1.4,0.05,8.0,3.24,0.42,0.35,0.99244
2521,11.5,138.0,0.18,6.5,1.4,0.029,35.0,3.36,0.6,0.33,0.99114
4115,12.0,94.0,0.26,7.3,1.2,0.041,29.0,3.07,0.45,0.32,0.98978
2882,9.9,125.0,0.24,7.0,6.7,0.039,37.0,3.2,0.39,0.3,0.99436
3882,10.8,129.0,0.2,7.1,1.5,0.049,28.0,3.15,0.52,0.37,0.99226
1313,9.6,186.0,0.32,9.2,1.3,0.046,14.0,3.08,0.48,0.42,0.9949
82,10.0,164.0,0.34,7.1,6.1,0.063,47.0,3.17,0.42,0.2,0.9946
1511,11.2,126.0,0.23,8.8,3.2,0.042,15.0,3.02,0.51,0.74,0.9934
3829,13.2,100.0,0.44,7.1,5.8,0.035,24.0,3.15,0.57,0.23,0.99062
494,10.7,103.0,0.2,6.8,4.7,0.04,27.0,3.37,0.58,0.38,0.994
3119,10.8,21.0,0.19,5.9,0.8,0.027,3.0,3.09,0.31,0.37,0.9897
1209,12.5,125.0,0.23,8.0,1.5,0.03,30.0,3.23,0.47,0.46,0.9907
239,9.6,159.0,0.25,6.2,15.55,0.039,28.0,3.48,0.64,0.21,0.9982
4753,12.0,100.0,0.16,5.5,1.5,0.032,35.0,3.43,0.77,0.26,0.99076
2711,10.0,155.0,0.2,5.6,1.3,0.049,25.0,3.74,0.43,0.22,0.99296
4500,11.0,175.0,0.27,7.8,2.4,0.053,36.0,3.2,0.55,0.33,0.992
2546,9.6,175.0,0.5,6.7,7.5,0.046,26.0,3.32,0.54,0.38,0.99662
2129,11.7,115.0,0.28,6.8,1.4,0.036,15.0,3.27,0.72,0.39,0.9918
3554,11.1,87.0,0.2,8.1,0.9,0.023,49.0,2.92,0.36,0.28,0.99062
2311,12.0,132.0,0.22,7.0,2.8,0.036,44.0,3.34,0.41,0.26,0.99078
1798,8.7,173.0,0.23,6.8,15.4,0.073,56.0,3.06,0.41,0.29,0.9984
1178,9.2,167.0,0.44,9.8,2.8,0.036,35.0,2.97,0.39,0.4,0.9956
4599,11.4,75.0,0.16,6.5,1.0,0.027,23.0,3.3,0.39,0.33,0.9908
4787,12.8,118.0,0.225,3.9,4.2,0.03,29.0,3.57,0.36,0.4,0.989
192,11.4,123.0,0.28,6.8,8.0,0.045,28.0,3.02,0.37,0.36,0.9928
3458,13.9,123.0,0.32,5.8,2.6,0.027,17.0,3.36,0.78,0.2,0.98936
4710,12.2,108.0,0.33,5.4,4.0,0.03,27.0,3.3,0.43,0.31,0.99031
3798,10.9,138.0,0.21,7.9,2.0,0.057,21.0,3.05,0.52,0.39,0.99176
4015,9.3,97.0,0.32,6.2,4.8,0.054,6.0,3.16,0.5,0.12,0.99424
1397,8.9,200.0,0.25,7.3,13.1,0.05,35.0,3.04,0.46,0.36,0.9986
3076,8.6,115.0,0.28,6.3,3.1,0.039,24.0,3.05,0.43,0.3,0.9942
3308,10.6,124.0,0.35,6.4,12.6,0.039,19.0,3.2,0.43,0.28,0.99539
4051,11.7,97.0,0.3,6.8,11.6,0.028,22.0,2.96,0.38,0.27,0.99314
33,9.0,117.0,0.12,6.2,1.5,0.045,43.0,3.42,0.51,0.34,0.9939
682,9.5,165.0,0.25,5.9,11.3,0.052,30.0,3.24,0.44,0.25,0.997
187,11.0,119.0,0.3,5.9,4.2,0.038,42.0,3.15,0.5,0.23,0.9924
3604,12.5,69.0,0.36,7.4,1.9,0.017,31.0,2.93,0.36,0.23,0.9892
4692,8.8,173.0,0.36,6.0,1.1,0.053,26.0,3.38,0.54,0.32,0.99414
3596,11.9,108.0,0.17,6.6,1.1,0.034,55.0,3.0,0.52,0.28,0.98939
4538,10.9,134.0,0.09,7.1,6.2,0.032,24.0,2.99,0.39,0.3,0.993
3394,9.1,188.0,0.25,6.5,7.8,0.048,52.0,3.2,0.53,0.45,0.99576
2044,9.9,115.0,0.385,5.7,12.6,0.034,22.0,3.28,0.63,0.04,0.9964
3126,11.0,128.0,0.17,7.2,6.9,0.059,47.0,3.08,0.46,0.37,0.99322
4030,11.4,105.0,0.19,6.9,1.15,0.023,30.0,3.11,0.38,0.38,0.99047
4545,13.0,101.0,0.25,6.3,1.8,0.021,41.0,3.19,0.31,0.53,0.989315
4074,9.9,82.0,0.35,6.6,10.5,0.06,15.0,3.13,0.38,0.19,0.99588
3998,10.5,120.0,0.24,6.4,5.8,0.053,25.0,3.01,0.98,0.49,0.9942
4108,12.2,105.0,0.28,6.7,3.5,0.035,43.0,3.18,0.38,0.42,0.99021
2362,10.5,144.0,0.18,6.5,1.7,0.035,39.0,3.49,0.5,0.29,0.9927
3817,11.3,131.0,0.4,6.3,5.1,0.036,43.0,3.24,0.44,0.24,0.99186
1829,11.3,167.0,0.44,7.7,11.2,0.031,41.0,3.12,0.43,0.24,0.9948
531,9.3,150.0,0.18,6.4,4.0,0.186,64.0,3.06,0.4,0.48,0.9945
1496,10.4,62.0,0.62,6.7,1.1,0.039,6.0,3.41,0.32,0.24,0.9934
3688,12.5,186.0,0.21,7.1,2.5,0.04,41.0,3.32,0.56,0.35,0.99128
3995,12.1,127.0,0.37,8.0,4.7,0.038,3.0,2.9,0.72,0.31,0.99186
2564,10.6,160.0,0.41,6.6,1.4,0.037,28.0,2.95,0.45,0.16,0.99167
3841,11.0,191.0,0.21,6.6,8.7,0.036,41.0,2.96,0.56,0.5,0.99294
4781,9.8,142.0,0.3,5.6,6.4,0.043,34.0,3.14,0.48,0.1,0.99382
4866,11.2,112.0,0.41,5.7,1.9,0.048,30.0,3.29,0.55,0.21,0.99138
1144,10.5,132.0,0.25,7.2,1.5,0.047,27.0,3.26,0.44,0.32,0.9933
4401,12.1,137.0,0.38,7.1,13.6,0.041,30.0,3.02,0.96,0.29,0.99461
4389,10.8,111.0,0.28,6.3,9.5,0.04,30.0,3.05,0.31,0.22,0.99338
4289,9.7,112.0,0.26,6.6,11.8,0.048,28.0,2.87,0.49,0.27,0.99606
1928,11.4,193.0,0.27,7.0,6.8,0.047,47.0,3.23,0.39,0.32,0.9938
1720,10.8,180.0,0.2,7.6,2.6,0.044,30.0,3.46,0.44,0.39,0.9941
3934,10.7,84.0,0.27,7.3,1.3,0.04,26.0,3.28,0.53,0.3,0.99222
3789,9.5,191.0,0.26,6.6,8.2,0.047,52.0,3.16,0.47,0.52,0.99541
2528,9.8,109.0,0.16,6.4,1.5,0.037,27.0,3.38,0.5,0.37,0.99345
2470,9.5,176.0,0.25,7.6,1.3,0.056,34.0,3.1,0.51,0.34,0.99434
882,11.5,125.0,0.26,7.4,6.0,0.022,22.0,3.13,0.55,0.43,0.9928
635,10.8,140.0,0.14,5.9,4.5,0.027,34.0,3.49,0.51,0.25,0.9934
1711,10.8,120.0,0.2,7.0,6.1,0.037,31.0,3.24,0.51,0.3,0.9939
498,10.0,174.0,0.335,5.7,1.0,0.04,13.0,3.27,0.66,0.34,0.992
354,9.6,245.0,0.4,5.8,4.4,0.047,38.5,3.25,0.57,0.42,0.9937
1591,10.4,161.0,0.12,6.4,6.4,0.042,49.0,3.34,0.44,0.49,0.9945
2461,9.5,71.0,0.26,8.2,2.6,0.053,11.0,2.89,0.49,0.33,0.99402
4250,9.8,95.0,0.11,6.7,14.8,0.053,44.0,3.2,0.35,0.26,0.99676
4867,13.0,60.0,0.6,5.3,1.4,0.031,3.0,3.27,0.38,0.34,0.98854
2487,11.9,122.0,0.27,7.9,1.7,0.034,25.0,2.97,0.51,0.27,0.99088
909,8.8,217.0,0.24,7.5,13.0,0.049,46.0,3.08,0.53,0.31,0.9985
2844,10.9,97.0,0.22,8.0,5.6,0.049,24.0,3.1,0.42,0.31,0.993
1279,10.5,153.0,0.27,6.6,1.9,0.025,14.0,3.29,0.62,0.3,0.9928
339,10.2,141.0,0.18,6.6,1.5,0.049,49.0,3.43,0.85,0.35,0.9934
3450,11.5,106.0,0.21,6.6,5.35,0.029,43.0,2.93,0.43,0.29,0.99112
497,12.5,147.0,0.23,6.8,1.6,0.026,43.0,3.29,0.54,0.32,0.9904
2474,11.1,83.0,0.27,6.1,1.5,0.035,17.0,3.32,0.44,0.31,0.99076
1599,11.4,94.0,0.33,6.7,1.6,0.167,20.0,3.11,0.5,0.49,0.9914
3383,11.2,156.0,0.22,6.4,4.9,0.046,50.0,3.38,0.55,0.32,0.99316
3252,12.6,105.0,0.26,7.1,5.5,0.025,31.0,3.06,0.33,0.37,0.99082
1325,12.8,114.0,0.32,7.7,2.3,0.04,28.0,3.2,0.52,0.48,0.9911
4765,13.0,96.0,0.3,5.2,1.5,0.038,18.0,3.56,0.48,0.34,0.98942
4315,12.8933333333333,115.0,0.41,6.7,5.4,0.035,33.0,3.12,0.44,0.24,0.9901
3265,8.0,157.0,0.215,4.2,5.1,0.041,64.0,3.42,0.44,0.23,0.99688
4434,11.2,161.0,0.24,7.2,1.7,0.045,18.0,3.25,0.53,0.24,0.99196
4375,11.0,186.0,0.32,6.0,4.8,0.041,40.0,3.22,0.54,0.32,0.99235
3425,9.1,156.0,0.17,7.1,14.55,0.047,47.0,3.34,0.78,0.4,0.99945
2117,10.8,117.0,0.26,7.7,1.2,0.04,26.0,3.21,0.56,0.32,0.993
2926,11.9,59.0,0.155,5.2,1.6,0.028,13.0,3.3,0.84,0.33,0.98975
443,9.3,245.0,0.52,6.6,12.2,0.048,54.0,3.26,0.54,0.44,0.9975
4464,9.3,141.0,0.26,6.6,15.4,0.053,32.0,3.11,0.49,0.56,0.9981
286,9.7,190.0,0.28,6.5,15.7,0.053,51.0,3.22,0.51,0.33,0.9978
2511,9.4,215.0,0.3,6.2,11.2,0.058,68.0,3.19,0.6,0.49,0.99656
1372,9.5,181.0,0.22,10.7,8.2,0.044,37.0,2.87,0.68,0.56,0.998
780,11.2,55.0,0.395,6.0,1.4,0.042,7.0,3.37,0.38,0.0,0.99135
3208,10.8,164.0,0.25,6.8,1.6,0.045,39.0,3.53,0.58,0.24,0.99402
4890,11.8,100.0,0.34,6.1,2.2,0.036,25.0,3.06,0.44,0.29,0.98938
1237,10.9,116.0,0.24,7.3,3.6,0.024,35.0,3.17,0.51,0.39,0.9928
4532,11.4,121.0,0.12,5.8,1.3,0.056,35.0,3.32,0.33,0.21,0.9908
342,9.1,140.0,0.26,6.4,9.7,0.044,30.0,3.18,0.47,0.42,0.9962
2706,9.6,209.0,0.28,7.5,10.2,0.045,59.0,3.16,0.63,0.39,0.9972
2782,10.4,211.0,0.2,7.1,6.85,0.053,32.0,3.31,0.59,0.31,0.99587
2715,10.1,179.0,0.25,7.8,7.2,0.04,46.0,3.14,0.6,0.28,0.99541
4254,10.9,115.0,0.29,7.5,9.9,0.058,25.0,3.15,0.46,0.24,0.99567
1850,11.0,181.0,0.25,7.1,1.6,0.046,50.0,3.2,0.42,0.25,0.9925
3291,12.9,73.0,0.12,5.6,2.9,0.044,21.0,3.17,0.32,0.33,0.98896
1,9.5,132.0,0.3,6.3,1.6,0.049,14.0,3.3,0.49,0.34,0.994
320,10.3,65.0,0.1,6.0,1.1,0.041,15.0,3.61,0.61,0.24,0.9927
392,10.2,125.0,0.55,6.1,9.8,0.031,19.0,3.36,0.47,0.15,0.9957
1233,11.0,131.0,0.39,7.7,5.2,0.037,29.0,3.38,0.44,0.3,0.9943
3951,8.8,161.0,0.33,6.3,17.9,0.066,36.0,3.14,0.51,0.2,0.9991
1114,10.0,26.0,0.52,6.5,1.4,0.047,5.0,3.26,0.32,0.17,0.9932
3834,9.2,142.0,0.41,6.5,4.8,0.052,49.0,3.14,0.62,0.22,0.9946
3765,9.4,186.0,0.4,6.9,12.9,0.033,59.0,3.08,0.49,0.17,0.99754
4198,9.1,139.0,0.36,7.9,12.9,0.049,63.0,2.94,0.45,0.53,0.99792
579,12.3,134.0,0.38,6.0,6.0,0.034,42.0,3.38,0.38,0.26,0.9912
1636,10.0,149.0,0.49,7.8,7.0,0.043,29.0,3.21,0.33,0.49,0.9952
680,10.0,159.0,0.28,6.7,1.4,0.043,64.0,3.17,0.39,0.14,0.992
4610,10.8,73.0,0.44,5.9,2.5,0.03,12.0,3.22,0.48,0.36,0.99201
214,11.1,105.0,0.25,6.2,1.4,0.03,35.0,3.3,0.44,0.25,0.9912
1458,12.2,144.0,0.22,7.1,2.7,0.044,42.0,3.31,0.41,0.74,0.991
4093,9.0,103.0,0.41,6.6,10.7,0.11,20.0,3.08,0.41,0.27,0.99672
3096,11.3,102.0,0.13,6.8,1.4,0.034,19.0,3.23,0.6,0.39,0.99121
2254,10.4,172.0,0.26,6.2,3.4,0.049,47.0,3.14,0.43,0.19,0.9924
3034,9.4,156.0,0.25,6.9,8.4,0.042,36.0,3.15,0.55,0.47,0.99604
2895,10.0,180.0,0.44,6.4,2.0,0.054,20.0,3.58,0.57,0.26,0.9952
4681,13.1,49.0,0.27,5.6,0.9,0.025,11.0,3.29,0.33,0.37,0.98845
4773,12.0,61.0,0.21,5.2,1.7,0.048,17.0,3.24,0.37,0.31,0.98953
4255,9.2,119.0,0.33,6.0,5.1,0.051,16.0,3.15,0.41,0.26,0.99416
3075,12.2,87.0,0.15,6.4,1.5,0.042,23.0,3.11,0.46,0.4,0.98972
4017,11.4,115.0,0.23,5.9,1.6,0.037,32.0,3.21,0.51,0.24,0.99076
268,9.7,145.0,0.585,5.3,7.1,0.044,34.0,3.34,0.57,0.07,0.9945
3247,11.6,139.0,0.27,7.7,3.8,0.037,46.0,3.04,0.38,0.49,0.99116
2990,12.6,178.0,0.27,5.0,4.5,0.032,58.0,3.45,0.31,0.32,0.98956
3447,9.2,98.0,0.17,6.0,9.7,0.044,33.0,3.12,0.36,0.29,0.99536
1320,12.8,114.0,0.19,7.6,1.5,0.044,6.0,3.04,0.74,0.42,0.9914
1527,11.0,195.0,0.28,7.9,7.7,0.045,48.0,3.04,0.55,0.49,0.9954
806,9.6,205.0,0.31,6.4,13.2,0.046,57.0,3.17,0.41,0.26,0.9975
1995,8.9,170.0,0.2,8.4,11.8,0.055,51.0,3.34,0.82,0.38,1.0004
977,8.6,189.0,0.14,6.5,7.6,0.05,53.0,3.25,0.49,0.33,0.9966
1035,10.2,148.0,0.17,8.8,1.8,0.04,39.0,3.16,0.67,0.38,0.9942
645,9.0,166.0,0.26,6.3,7.8,0.058,44.0,3.24,0.41,0.25,0.9961
1467,12.3,96.0,0.25,7.1,3.0,0.03,30.0,3.13,0.39,0.49,0.9903
1312,10.5,160.0,0.25,9.6,1.3,0.04,16.0,2.94,0.43,0.54,0.9938
2175,9.1,212.0,0.19,7.4,12.8,0.053,48.5,3.14,0.49,0.3,0.9986
365,12.3,113.0,0.26,6.0,3.5,0.028,29.0,3.4,0.71,0.32,0.9912
424,10.5,162.0,0.23,6.9,8.3,0.047,47.0,3.34,0.52,0.38,0.9954
2204,9.9,175.0,0.27,7.6,2.0,0.059,19.0,3.22,0.56,0.33,0.9944
376,10.4,119.0,0.31,6.4,1.5,0.037,12.0,3.32,0.51,0.28,0.9919
745,12.2,113.0,0.2,7.4,2.1,0.022,34.0,3.26,0.55,1.66,0.99165
1027,9.5,60.0,0.55,8.0,8.2,0.04,13.0,3.09,0.3,0.17,0.9956
1814,12.8,100.0,0.42,8.2,4.1,0.03,31.0,3.0,0.32,0.29,0.9911
3060,10.4,176.0,0.25,6.2,7.0,0.046,58.0,3.19,0.7,0.54,0.99454
1642,9.1,134.0,0.19,7.3,15.55,0.058,50.0,3.42,0.36,0.49,0.9998
1920,10.2,158.0,0.26,8.1,11.1,0.052,52.5,3.03,0.49,0.33,0.9976
3721,9.8,138.0,0.3,7.7,2.0,0.068,28.0,3.11,0.62,0.23,0.99382
1427,11.3,156.0,0.25,7.4,1.1,0.042,35.0,3.13,0.55,0.49,0.9917
275,9.8,169.0,0.19,6.6,8.9,0.046,51.0,3.14,0.57,0.41,0.9954
4875,9.7,97.0,0.22,7.4,1.2,0.035,18.0,3.12,0.41,0.26,0.99245
262,10.2,95.0,0.28,6.9,8.2,0.036,15.0,3.17,0.33,0.4,0.9944
2093,9.4,136.0,0.22,6.6,15.1,0.052,22.0,2.94,0.35,0.53,0.9986
4223,11.2,51.0,0.43,5.3,1.1,0.029,6.0,3.51,0.48,0.11,0.99076
4674,11.6333333333333,151.0,0.35,5.8,3.2,0.034,41.0,3.35,0.58,0.29,0.9912
310,11.5,100.0,0.36,6.1,2.1,0.035,16.0,3.4,0.71,0.27,0.9917
3965,11.2,102.0,0.38,7.3,6.5,0.05,18.0,3.1,0.55,0.23,0.99304
1865,10.2,142.0,0.36,7.6,8.3,0.255,28.0,3.12,0.43,0.44,0.9958
1005,10.8,91.0,0.18,6.6,3.3,0.044,18.0,3.42,0.64,0.28,0.993
2515,11.9,37.0,0.12,7.1,3.1,0.018,15.0,3.02,0.52,0.3,0.99004
1382,9.1,92.0,0.56,6.6,3.1,0.045,28.0,3.12,0.35,0.16,0.994
3674,9.1,112.0,0.34,6.6,1.0,0.053,26.0,3.32,0.55,0.2,0.99336
2785,9.1,157.0,0.24,6.4,20.2,0.083,35.0,3.17,0.5,0.25,0.99976
3316,12.0,96.0,0.18,5.8,1.1,0.036,31.0,3.16,0.48,0.37,0.98942
266,9.2,180.0,0.32,6.9,8.3,0.053,32.0,3.25,0.51,0.26,0.9965
952,10.1,99.0,0.17,6.5,1.4,0.028,14.0,3.23,0.55,0.33,0.9928
4425,9.9,122.0,0.22,6.1,6.6,0.045,30.0,3.22,0.49,0.5,0.99415
3521,11.3,152.0,0.23,5.9,3.8,0.038,61.0,3.31,0.5,0.24,0.99139
2991,11.6,152.0,0.37,6.3,6.3,0.034,45.0,3.29,0.46,0.28,0.9921
917,11.0,124.0,0.3,7.7,1.6,0.037,23.0,2.93,0.33,0.32,0.9919
2448,10.5,114.0,0.26,6.6,1.5,0.04,19.0,3.36,0.62,0.27,0.99295
2575,8.9,182.0,0.17,6.7,10.4,0.038,85.0,3.04,0.44,0.42,0.99628
637,9.2,148.0,0.28,7.4,11.9,0.053,25.0,3.1,0.62,0.25,0.9976
4458,13.0,129.0,0.35,6.6,2.7,0.045,19.0,3.24,0.48,0.26,0.98952
2372,11.5,85.0,0.33,6.0,3.0,0.036,5.0,3.28,0.4,0.18,0.99125
4563,10.7,119.0,0.26,5.6,10.6,0.03,27.0,3.4,0.34,0.27,0.9947
4684,11.45,184.0,0.24,6.0,1.0,0.036,52.0,3.44,0.44,0.34,0.99097
2064,9.5,180.0,0.22,6.6,4.9,0.042,51.0,3.3,0.75,0.28,0.9952
3697,10.2,182.0,0.15,6.8,12.9,0.044,79.5,3.24,0.78,0.41,0.99742
4100,10.6,99.0,0.29,6.3,14.2,0.037,24.0,3.08,0.38,0.23,0.99528
3239,12.3,99.0,0.34,6.6,3.3,0.034,29.0,3.1,0.4,0.24,0.99031
4213,10.1,69.0,0.38,6.5,1.4,0.142,5.0,3.14,0.52,0.53,0.9926
2084,9.6,150.0,0.17,7.9,1.6,0.053,47.0,3.29,0.76,0.32,0.9948
3636,11.3,66.0,0.26,6.5,1.4,0.02,12.0,3.25,0.75,0.39,0.99089
1119,9.0,138.0,0.5,6.4,12.9,0.042,26.0,3.28,0.33,0.16,0.9974
1202,9.0,192.0,0.3,6.4,7.8,0.046,35.0,3.1,0.37,0.38,0.9955
24,10.0,142.0,0.27,6.6,1.3,0.052,16.0,3.42,0.47,0.41,0.9951
3105,11.2,159.0,0.26,7.7,2.6,0.045,26.0,3.0,0.5,0.51,0.99126
859,9.4,166.0,0.3,6.6,4.8,0.17,60.0,3.18,0.47,0.3,0.9946
271,9.7,147.0,0.6,5.2,7.0,0.044,33.0,3.33,0.58,0.07,0.9944
2242,8.8,169.0,0.23,6.1,10.6,0.094,49.0,3.05,0.54,0.45,0.99699
3794,10.0,113.0,0.24,5.5,1.7,0.046,22.0,3.22,0.48,0.45,0.99224
3304,12.8,142.0,0.32,6.0,1.9,0.033,41.0,3.29,0.42,0.3,0.98912
514,10.3,115.0,0.28,7.8,9.0,0.036,34.0,3.17,0.39,0.32,0.9952
